,Unnamed: 0,subject,professor,lecture_type,time,building,building_room_number,parsed_times,latitude,longitude
1037,1037,식육품질학,황인호,온·오프라인강좌,"화 11-A,화 11-B,화 12-A,화 12-B,화 13-A,화 13-B",전주:농업생명과학대학1호관,205,"[('Tuesday', datetime.time(19, 0), datetime.time(19, 30)), ('Tuesday', datetime.time(19, 30), datetime.time(20, 0)), ('Tuesday', datetime.time(20, 0), datetime.time(20, 30)), ('Tuesday', datetime.time(20, 30), datetime.time(21, 0)), ('Tuesday', datetime.time(21, 0), datetime.time(21, 30)), ('Tuesday', datetime.time(21, 30), datetime.time(22, 0))]",35.849146,127.13093
1038,1038,식품가공학 1,김용석,일반,"화 1-B,화 2-A,화 2-B,목 3-A,목 3-B,목 4-A",전주:농업생명과학대학4호관,402,"[('Tuesday', datetime.time(9, 30), datetime.time(10, 0)), ('Tuesday', datetime.time(10, 0), datetime.time(10, 30)), ('Tuesday', datetime.time(10, 30), datetime.time(11, 0)), ('Thursday', datetime.time(11, 0), datetime.time(11, 30)), ('Thursday', datetime.time(11, 30), datetime.time(12, 0)), ('Thursday', datetime.time(12, 0), datetime.time(12, 30))]",35.848465,127.135489
1039,1039,식품가공학 1,김용석,일반,"화 3-A,화 3-B,화 4-A,목 1-B,목 2-A,목 2-B",전주:농업생명과학대학4호관,423,"[('Tuesday', datetime.time(11, 0), datetime.time(11, 30)), ('Tuesday', datetime.time(11, 30), datetime.time(12, 0)), ('Tuesday', datetime.time(12, 0), datetime.time(12, 30)), ('Thursday', datetime.time(9, 30), datetime.time(10, 0)), ('Thursday', datetime.time(10, 0), datetime.time(10, 30)), ('Thursday', datetime.time(10, 30), datetime.time(11, 0))]",35.848465,127.135489
1040,1040,식품경제학,차동욱,일반,"월 0-A,월 0-B,월 1-A,월 1-B,월 2-A,월 2-B",전주:농업생명과학대학4호관,403,"[('Monday', datetime.time(8, 0), datetime.time(8, 30)), ('Monday', datetime.time(8, 30), datetime.time(9, 0)), ('Monday', datetime.time(9, 0), datetime.time(9, 30)), ('Monday', datetime.time(9, 30), datetime.time(10, 0)), ('Monday', datetime.time(10, 0), datetime.time(10, 30)), ('Monday', datetime.time(10, 30), datetime.time(11, 0))]",35.848465,127.135489
1041,1041,식품경제학특론,윤태진,일반,"목 11-A,목 11-B,목 12-A,목 12-B,목 13-A,목 13-B",전주:농업생명과학대학4호관,419,"[('Thursday', datetime.time(19, 0), datetime.time(19, 30)), ('Thursday', datetime.time(19, 30), datetime.time(20, 0)), ('Thursday', datetime.time(20, 0), datetime.time(20, 30)), ('Thursday', datetime.time(20, 30), datetime.time(21, 0)), ('Thursday', datetime.time(21, 0), datetime.time(21, 30)), ('Thursday', datetime.time(21, 30), datetime.time(22, 0))]",35.848465,127.135489
1042,1042,식품계량경제학,최종산,일반,"수 1-A,수 1-B,수 2-A,수 2-B,수 3-A,수 3-B",전주:농업생명과학대학1호관,209,"[('Wednesday', datetime.time(9, 0), datetime.time(9, 30)), ('Wednesday', datetime.time(9, 30), datetime.time(10, 0)), ('Wednesday', datetime.time(10, 0), datetime.time(10, 30)), ('Wednesday', datetime.time(10, 30), datetime.time(11, 0)), ('Wednesday', datetime.time(11, 0), datetime.time(11, 30)), ('Wednesday', datetime.time(11, 30), datetime.time(12, 0))]",35.849146,127.13093
1043,1043,식품공학,오현화,일반,"월 1-A,월 1-B,월 2-A,월 2-B,수 1-A,수 1-B",전주:농업생명과학대학4호관,423,"[('Monday', datetime.time(9, 0), datetime.time(9, 30)), ('Monday', datetime.time(9, 30), datetime.time(10, 0)), ('Monday', datetime.time(10, 0), datetime.time(10, 30)), ('Monday', datetime.time(10, 30), datetime.time(11, 0)), ('Wednesday', datetime.time(9, 0), datetime.time(9, 30)), ('Wednesday', datetime.time(9, 30), datetime.time(10, 0))]",35.848465,127.135489
1044,1044,식품공학,오현화,일반,"월 8-A,월 8-B,월 9-A,월 9-B,수 8-A,수 8-B",전주:농업생명과학대학4호관,423,"[('Monday', datetime.time(16, 0), datetime.time(16, 30)), ('Monday', datetime.time(16, 30), datetime.time(17, 0)), ('Monday', datetime.time(17, 0), datetime.time(17, 30)), ('Monday', datetime.time(17, 30), datetime.time(18, 0)), ('Wednesday', datetime.time(16, 0), datetime.time(16, 30)), ('Wednesday', datetime.time(16, 30), datetime.time(17, 0))]",35.848465,127.135489
1045,1045,식품공학강론,김용석,일반,"수 11-A,수 11-B,수 12-A,수 12-B,수 13-A,수 13-B",전주:농업생명과학대학본관,107,"[('Wednesday', datetime.time(19, 0), datetime.time(19, 30)), ('Wednesday', datetime.time(19, 30), datetime.time(20, 0)), ('Wednesday', datetime.time(20, 0), datetime.time(20, 30)), ('Wednesday', datetime.time(20, 30), datetime.time(21, 0)), ('Wednesday', datetime.time(21, 0), datetime.time(21, 30)), ('Wednesday', datetime.time(21, 30), datetime.time(22, 0))]",35.849287,127.133276
1046,1046,식품마케팅및캡스톤,백승우,일반,"월 5-A,월 5-B,월 6-A,월 6-B,월 7-A,월 7-B",전주:농업생명과학대학4호관,419,"[('Monday', datetime.time(13, 0), datetime.time(13, 30)), ('Monday', datetime.time(13, 30), datetime.time(14, 0)), ('Monday', datetime.time(14, 0), datetime.time(14, 30)), ('Monday', datetime.time(14, 30), datetime.time(15, 0)), ('Monday', datetime.time(15, 0), datetime.time(15, 30)), ('Monday', datetime.time(15, 30), datetime.time(16, 0))]",35.848465,127.135489
1047,1047,식품미생물학 1(Food Microbiology 1),윤순일,일반,"월 3-A,월 3-B,월 4-A,월 4-B,수 3-A,수 3-B",전주:농업생명과학대학4호관,423,"[('Monday', datetime.time(11, 0), datetime.time(11, 30)), ('Monday', datetime.time(11, 30), datetime.time(12, 0)), ('Monday', datetime.time(12, 0), datetime.time(12, 30)), ('Monday', datetime.time(12, 30), datetime.time(13, 0)), ('Wednesday', datetime.time(11, 0), datetime.time(11, 30)), ('Wednesday', datetime.time(11, 30), datetime.time(12, 0))]",35.848465,127.135489
1048,1048,식품미생물학 1(Food Microbiology 1),윤순일,일반,"월 6-A,월 6-B,월 7-A,월 7-B,수 6-A,수 6-B",전주:농업생명과학대학4호관,120-1,"[('Monday', datetime.time(14, 0), datetime.time(14, 30)), ('Monday', datetime.time(14, 30), datetime.time(15, 0)), ('Monday', datetime.time(15, 0), datetime.time(15, 30)), ('Monday', datetime.time(15, 30), datetime.time(16, 0)), ('Wednesday', datetime.time(14, 0), datetime.time(14, 30)), ('Wednesday', datetime.time(14, 30), datetime.time(15, 0))]",35.848465,127.135489
1049,1049,식품분석학및실험,송근섭,일반,"화 6-A,화 6-B,화 7-A,화 7-B,목 8-A,목 8-B,목 9-A,목 9-B",전주:농업생명과학대학4호관,120-1,"[('Tuesday', datetime.time(14, 0), datetime.time(14, 30)), ('Tuesday', datetime.time(14, 30), datetime.time(15, 0)), ('Tuesday', datetime.time(15, 0), datetime.time(15, 30)), ('Tuesday', datetime.time(15, 30), datetime.time(16, 0)), ('Thursday', datetime.time(16, 0), datetime.time(16, 30)), ('Thursday', datetime.time(16, 30), datetime.time(17, 0)), ('Thursday', datetime.time(17, 0), datetime.time(17, 30)), ('Thursday', datetime.time(17, 30), datetime.time(18, 0))]",35.848465,127.135489
1050,1050,식품분석학및실험,송근섭,일반,"화 8-A,화 8-B,화 9-A,화 9-B,목 6-A,목 6-B,목 7-A,목 7-B",전주:농업생명과학대학4호관,423,"[('Tuesday', datetime.time(16, 0), datetime.time(16, 30)), ('Tuesday', datetime.time(16, 30), datetime.time(17, 0)), ('Tuesday', datetime.time(17, 0), datetime.time(17, 30)), ('Tuesday', datetime.time(17, 30), datetime.time(18, 0)), ('Thursday', datetime.time(14, 0), datetime.time(14, 30)), ('Thursday', datetime.time(14, 30), datetime.time(15, 0)), ('Thursday', datetime.time(15, 0), datetime.time(15, 30)), ('Thursday', datetime.time(15, 30), datetime.time(16, 0))]",35.848465,127.135489
1051,1051,식품분자생물학입문(Introduction to Food Molecular Biology),김광표,일반,"월 6-A,월 6-B,월 7-A,월 7-B,수 6-A,수 6-B",전주:농업생명과학대학4호관,402,"[('Monday', datetime.time(14, 0), datetime.time(14, 30)), ('Monday', datetime.time(14, 30), datetime.time(15, 0)), ('Monday', datetime.time(15, 0), datetime.time(15, 30)), ('Monday', datetime.time(15, 30), datetime.time(16, 0)), ('Wednesday', datetime.time(14, 0), datetime.time(14, 30)), ('Wednesday', datetime.time(14, 30), datetime.time(15, 0))]",35.848465,127.135489
1052,1052,식품산업경영론,김수현,일반,"화 6-A,화 6-B,화 7-A,화 7-B,목 8-A,목 8-B",전주:농업생명과학대학4호관,419,"[('Tuesday', datetime.time(14, 0), datetime.time(14, 30)), ('Tuesday', datetime.time(14, 30), datetime.time(15, 0)), ('Tuesday', datetime.time(15, 0), datetime.time(15, 30)), ('Tuesday', datetime.time(15, 30), datetime.time(16, 0)), ('Thursday', datetime.time(16, 0), datetime.time(16, 30)), ('Thursday', datetime.time(16, 30), datetime.time(17, 0))]",35.848465,127.135489
1053,1053,식품생화학 1(Food Biochemistry 1),김광표,일반,"월 3-A,월 3-B,월 4-A,월 4-B,수 3-A,수 3-B",전주:농업생명과학대학4호관,402,"[('Monday', datetime.time(11, 0), datetime.time(11, 30)), ('Monday', datetime.time(11, 30), datetime.time(12, 0)), ('Monday', datetime.time(12, 0), datetime.time(12, 30)), ('Monday', datetime.time(12, 30), datetime.time(13, 0)), ('Wednesday', datetime.time(11, 0), datetime.time(11, 30)), ('Wednesday', datetime.time(11, 30), datetime.time(12, 0))]",35.848465,127.135489
1054,1054,식품생화학 1(Food Biochemistry 1),김광표,일반,"월 8-A,월 8-B,월 9-A,월 9-B,수 8-A,수 8-B",전주:농업생명과학대학4호관,120-1,"[('Monday', datetime.time(16, 0), datetime.time(16, 30)), ('Monday', datetime.time(16, 30), datetime.time(17, 0)), ('Monday', datetime.time(17, 0), datetime.time(17, 30)), ('Monday', datetime.time(17, 30), datetime.time(18, 0)), ('Wednesday', datetime.time(16, 0), datetime.time(16, 30)), ('Wednesday', datetime.time(16, 30), datetime.time(17, 0))]",35.848465,127.135489
1055,1055,식품소비경제학특론,유찬주,일반,"화 11-A,화 11-B,화 12-A,화 12-B,화 13-A,화 13-B",전주:농업생명과학대학1호관,309,"[('Tuesday', datetime.time(19, 0), datetime.time(19, 30)), ('Tuesday', datetime.time(19, 30), datetime.time(20, 0)), ('Tuesday', datetime.time(20, 0), datetime.time(20, 30)), ('Tuesday', datetime.time(20, 30), datetime.time(21, 0)), ('Tuesday', datetime.time(21, 0), datetime.time(21, 30)), ('Tuesday', datetime.time(21, 30), datetime.time(22, 0))]",35.849146,127.13093
1056,1056,식품안전위생학특론,송수연,일반,"화 1-A,화 1-B,화 2-A,화 2-B,화 3-A,화 3-B",전주:농업생명과학대학3호관,222,"[('Tuesday', datetime.time(9, 0), datetime.time(9, 30)), ('Tuesday', datetime.time(9, 30), datetime.time(10, 0)), ('Tuesday', datetime.time(10, 0), datetime.time(10, 30)), ('Tuesday', datetime.time(10, 30), datetime.time(11, 0)), ('Tuesday', datetime.time(11, 0), datetime.time(11, 30)), ('Tuesday', datetime.time(11, 30), datetime.time(12, 0))]",35.848656,127.134553
1057,1057,식품위생학특론,윤순일,일반,"수 7-A,수 7-B,수 8-A,수 8-B,수 9-A,수 9-B",전주:농업생명과학대학4호관,402,"[('Wednesday', datetime.time(15, 0), datetime.time(15, 30)), ('Wednesday', datetime.time(15, 30), datetime.time(16, 0)), ('Wednesday', datetime.time(16, 0), datetime.time(16, 30)), ('Wednesday', datetime.time(16, 30), datetime.time(17, 0)), ('Wednesday', datetime.time(17, 0), datetime.time(17, 30)), ('Wednesday', datetime.time(17, 30), datetime.time(18, 0))]",35.848465,127.135489
1058,1058,식품자원경제학,유찬주,일반,"월 2-A,월 2-B,월 3-A,월 3-B,월 4-A,월 4-B",전주:농업생명과학대학1호관,209,"[('Monday', datetime.time(10, 0), datetime.time(10, 30)), ('Monday', datetime.time(10, 30), datetime.time(11, 0)), ('Monday', datetime.time(11, 0), datetime.time(11, 30)), ('Monday', datetime.time(11, 30), datetime.time(12, 0)), ('Monday', datetime.time(12, 0), datetime.time(12, 30)), ('Monday', datetime.time(12, 30), datetime.time(13, 0))]",35.849146,127.13093
1059,1059,식품자원통계학,최종산,일반,"수 5-A,수 5-B,수 6-A,수 6-B,수 7-A,수 7-B",전주:농업생명과학대학1호관,209,"[('Wednesday', datetime.time(13, 0), datetime.time(13, 30)), ('Wednesday', datetime.time(13, 30), datetime.time(14, 0)), ('Wednesday', datetime.time(14, 0), datetime.time(14, 30)), ('Wednesday', datetime.time(14, 30), datetime.time(15, 0)), ('Wednesday', datetime.time(15, 0), datetime.time(15, 30)), ('Wednesday', datetime.time(15, 30), datetime.time(16, 0))]",35.849146,127.13093
1060,1060,식품저장학특론,김용석,일반,"수 1-A,수 1-B,수 2-A,수 2-B,수 3-A,수 3-B",전주:농업생명과학대학4호관,404,"[('Wednesday', datetime.time(9, 0), datetime.time(9, 30)), ('Wednesday', datetime.time(9, 30), datetime.time(10, 0)), ('Wednesday', datetime.time(10, 0), datetime.time(10, 30)), ('Wednesday', datetime.time(10, 30), datetime.time(11, 0)), ('Wednesday', datetime.time(11, 0), datetime.time(11, 30)), ('Wednesday', datetime.time(11, 30), datetime.time(12, 0))]",35.848465,127.135489
1061,1061,식품첨가물학,김용석,일반,"월 6-A,월 6-B,월 7-A,월 7-B,수 6-A,수 6-B",전주:농업생명과학대학4호관,423,"[('Monday', datetime.time(14, 0), datetime.time(14, 30)), ('Monday', datetime.time(14, 30), datetime.time(15, 0)), ('Monday', datetime.time(15, 0), datetime.time(15, 30)), ('Monday', datetime.time(15, 30), datetime.time(16, 0)), ('Wednesday', datetime.time(14, 0), datetime.time(14, 30)), ('Wednesday', datetime.time(14, 30), datetime.time(15, 0))]",35.848465,127.135489
1062,1062,식품캡스톤디자인,윤순일,일반,"금 5-A,금 5-B,금 6-A,금 6-B,금 7-A,금 7-B,금 8-A,금 8-B,금 9-A,금 9-B,금 10-A,금 10-B",전주:농업생명과학대학4호관,120-1,"[('Friday', datetime.time(13, 0), datetime.time(13, 30)), ('Friday', datetime.time(13, 30), datetime.time(14, 0)), ('Friday', datetime.time(14, 0), datetime.time(14, 30)), ('Friday', datetime.time(14, 30), datetime.time(15, 0)), ('Friday', datetime.time(15, 0), datetime.time(15, 30)), ('Friday', datetime.time(15, 30), datetime.time(16, 0)), ('Friday', datetime.time(16, 0), datetime.time(16, 30)), ('Friday', datetime.time(16, 30), datetime.time(17, 0)), ('Friday', datetime.time(17, 0), datetime.time(17, 30)), ('Friday', datetime.time(17, 30), datetime.time(18, 0)), ('Friday', datetime.time(18, 0), datetime.time(18, 30)), ('Friday', datetime.time(18, 30), datetime.time(19, 0))]",35.848465,127.135489
1063,1063,식품품질관리론,오현화,일반,"화 6-B,화 7-A,화 7-B,목 8-A,목 8-B,목 9-A",전주:농업생명과학대학4호관,423,"[('Tuesday', datetime.time(14, 30), datetime.time(15, 0)), ('Tuesday', datetime.time(15, 0), datetime.time(15, 30)), ('Tuesday', datetime.time(15, 30), datetime.time(16, 0)), ('Thursday', datetime.time(16, 0), datetime.time(16, 30)), ('Thursday', datetime.time(16, 30), datetime.time(17, 0)), ('Thursday', datetime.time(17, 0), datetime.time(17, 30))]",35.848465,127.135489
1064,1064,식품풍미화학특론,송근섭,일반,"수 1-A,수 1-B,수 2-A,수 2-B,수 3-A,수 3-B",전주:농업생명과학대학4호관,401,"[('Wednesday', datetime.time(9, 0), datetime.time(9, 30)), ('Wednesday', datetime.time(9, 30), datetime.time(10, 0)), ('Wednesday', datetime.time(10, 0), datetime.time(10, 30)), ('Wednesday', datetime.time(10, 30), datetime.time(11, 0)), ('Wednesday', datetime.time(11, 0), datetime.time(11, 30)), ('Wednesday', datetime.time(11, 30), datetime.time(12, 0))]",35.848465,127.135489
1065,1065,식품화학 1,김영수,일반,"화 1-B,화 2-A,화 2-B,목 3-A,목 3-B,목 4-A",전주:농업생명과학대학4호관,120-1,"[('Tuesday', datetime.time(9, 30), datetime.time(10, 0)), ('Tuesday', datetime.time(10, 0), datetime.time(10, 30)), ('Tuesday', datetime.time(10, 30), datetime.time(11, 0)), ('Thursday', datetime.time(11, 0), datetime.time(11, 30)), ('Thursday', datetime.time(11, 30), datetime.time(12, 0)), ('Thursday', datetime.time(12, 0), datetime.time(12, 30))]",35.848465,127.135489
1066,1066,식품화학 1,김영수,일반,"화 3-A,화 3-B,화 4-A,목 1-B,목 2-A,목 2-B",전주:농업생명과학대학4호관,120-1,"[('Tuesday', datetime.time(11, 0), datetime.time(11, 30)), ('Tuesday', datetime.time(11, 30), datetime.time(12, 0)), ('Tuesday', datetime.time(12, 0), datetime.time(12, 30)), ('Thursday', datetime.time(9, 30), datetime.time(10, 0)), ('Thursday', datetime.time(10, 0), datetime.time(10, 30)), ('Thursday', datetime.time(10, 30), datetime.time(11, 0))]",35.848465,127.135489
1067,1067,신경생물학특론,김환규,일반,"금 3-A,금 3-B,금 4-A,금 4-B,금 5-A,금 5-B",전주:자연과학대학2호관,409,"[('Friday', datetime.time(11, 0), datetime.time(11, 30)), ('Friday', datetime.time(11, 30), datetime.time(12, 0)), ('Friday', datetime.time(12, 0), datetime.time(12, 30)), ('Friday', datetime.time(12, 30), datetime.time(13, 0)), ('Friday', datetime.time(13, 0), datetime.time(13, 30)), ('Friday', datetime.time(13, 30), datetime.time(14, 0))]",35.845097,127.128906
1068,1068,신재생에너지개론,이기태,일반,"수 7-A,수 7-B,금 6-A,금 6-B,금 7-A,금 7-B",전주:공과대학5호관,302,"[('Wednesday', datetime.time(15, 0), datetime.time(15, 30)), ('Wednesday', datetime.time(15, 30), datetime.time(16, 0)), ('Friday', datetime.time(14, 0), datetime.time(14, 30)), ('Friday', datetime.time(14, 30), datetime.time(15, 0)), ('Friday', datetime.time(15, 0), datetime.time(15, 30)), ('Friday', datetime.time(15, 30), datetime.time(16, 0))]",35.847589,127.13122
1069,1069,신재생에너지공학,소병문,일반,"화 6-A,화 6-B,화 7-A,화 7-B,목 8-A,목 8-B",전주:공과대학6호관,B14,"[('Tuesday', datetime.time(14, 0), datetime.time(14, 30)), ('Tuesday', datetime.time(14, 30), datetime.time(15, 0)), ('Tuesday', datetime.time(15, 0), datetime.time(15, 30)), ('Tuesday', datetime.time(15, 30), datetime.time(16, 0)), ('Thursday', datetime.time(16, 0), datetime.time(16, 30)), ('Thursday', datetime.time(16, 30), datetime.time(17, 0))]",35.847064,127.134499
1070,1070,신호및시스템,임명섭,일반,"화 5-A,화 5-B,화 6-A,화 6-B,화 7-A,화 7-B",전주:공과대학7호관,302,"[('Tuesday', datetime.time(13, 0), datetime.time(13, 30)), ('Tuesday', datetime.time(13, 30), datetime.time(14, 0)), ('Tuesday', datetime.time(14, 0), datetime.time(14, 30)), ('Tuesday', datetime.time(14, 30), datetime.time(15, 0)), ('Tuesday', datetime.time(15, 0), datetime.time(15, 30)), ('Tuesday', datetime.time(15, 30), datetime.time(16, 0))]",35.846049,127.134447
1071,1071,실증개발경제학,최종산,일반,"수 11-A,수 11-B,수 12-A,수 12-B,수 13-A,수 13-B",전주:농업생명과학대학1호관,209,"[('Wednesday', datetime.time(19, 0), datetime.time(19, 30)), ('Wednesday', datetime.time(19, 30), datetime.time(20, 0)), ('Wednesday', datetime.time(20, 0), datetime.time(20, 30)), ('Wednesday', datetime.time(20, 30), datetime.time(21, 0)), ('Wednesday', datetime.time(21, 0), datetime.time(21, 30)), ('Wednesday', datetime.time(21, 30), datetime.time(22, 0))]",35.849146,127.13093
1072,1072,실험설계및분석(병리),최인영,일반,"월 11-A,월 11-B,수 3-A,수 3-B,수 4-A,수 4-B",전주:농업생명과학대학3호관,409,"[('Monday', datetime.time(19, 0), datetime.time(19, 30)), ('Monday', datetime.time(19, 30), datetime.time(20, 0)), ('Wednesday', datetime.time(11, 0), datetime.time(11, 30)), ('Wednesday', datetime.time(11, 30), datetime.time(12, 0)), ('Wednesday', datetime.time(12, 0), datetime.time(12, 30)), ('Wednesday', datetime.time(12, 30), datetime.time(13, 0))]",35.848656,127.134553
1073,1073,실험설계및통계학,정성석,일반,"화 11-A,화 11-B,화 12-A,화 12-B,화 13-A,화 13-B",전주:농업생명과학대학본관,107,"[('Tuesday', datetime.time(19, 0), datetime.time(19, 30)), ('Tuesday', datetime.time(19, 30), datetime.time(20, 0)), ('Tuesday', datetime.time(20, 0), datetime.time(20, 30)), ('Tuesday', datetime.time(20, 30), datetime.time(21, 0)), ('Tuesday', datetime.time(21, 0), datetime.time(21, 30)), ('Tuesday', datetime.time(21, 30), datetime.time(22, 0))]",35.849287,127.133276
1074,1074,아날로그 Subcircuit 설계,조성익,일반,"목 3-A,목 3-B,목 4-A,목 4-B,목 5-A,목 5-B",전주:공과대학7호관,329,"[('Thursday', datetime.time(11, 0), datetime.time(11, 30)), ('Thursday', datetime.time(11, 30), datetime.time(12, 0)), ('Thursday', datetime.time(12, 0), datetime.time(12, 30)), ('Thursday', datetime.time(12, 30), datetime.time(13, 0)), ('Thursday', datetime.time(13, 0), datetime.time(13, 30)), ('Thursday', datetime.time(13, 30), datetime.time(14, 0))]",35.846049,127.134447
1075,1075,아날로그디지털통신 2,김송민,일반,"월 8-A,월 8-B,월 9-A,월 9-B,수 8-A,수 8-B",전주:공과대학6호관,B16,"[('Monday', datetime.time(16, 0), datetime.time(16, 30)), ('Monday', datetime.time(16, 30), datetime.time(17, 0)), ('Monday', datetime.time(17, 0), datetime.time(17, 30)), ('Monday', datetime.time(17, 30), datetime.time(18, 0)), ('Wednesday', datetime.time(16, 0), datetime.time(16, 30)), ('Wednesday', datetime.time(16, 30), datetime.time(17, 0))]",35.847064,127.134499
1076,1076,아날로그집적회로설계,조성익,일반,"화 3-A,화 3-B,목 1-A,목 1-B,목 2-A,목 2-B",전주:공과대학7호관,112,"[('Tuesday', datetime.time(11, 0), datetime.time(11, 30)), ('Tuesday', datetime.time(11, 30), datetime.time(12, 0)), ('Thursday', datetime.time(9, 0), datetime.time(9, 30)), ('Thursday', datetime.time(9, 30), datetime.time(10, 0)), ('Thursday', datetime.time(10, 0), datetime.time(10, 30)), ('Thursday', datetime.time(10, 30), datetime.time(11, 0))]",35.846049,127.134447
1077,1077,알고리즘과단계적사고,유기형,일반,"화 3-A,화 3-B,목 1-A,목 1-B,목 2-A,목 2-B",전주:공과대학1호관,246,"[('Tuesday', datetime.time(11, 0), datetime.time(11, 30)), ('Tuesday', datetime.time(11, 30), datetime.time(12, 0)), ('Thursday', datetime.time(9, 0), datetime.time(9, 30)), ('Thursday', datetime.time(9, 30), datetime.time(10, 0)), ('Thursday', datetime.time(10, 0), datetime.time(10, 30)), ('Thursday', datetime.time(10, 30), datetime.time(11, 0))]",35.846595,127.132551
1078,1078,알고리즘특론,오일석,일반,"수 7-A,수 7-B,수 8-A,수 8-B,수 9-A,수 9-B",전주:공과대학7호관,607,"[('Wednesday', datetime.time(15, 0), datetime.time(15, 30)), ('Wednesday', datetime.time(15, 30), datetime.time(16, 0)), ('Wednesday', datetime.time(16, 0), datetime.time(16, 30)), ('Wednesday', datetime.time(16, 30), datetime.time(17, 0)), ('Wednesday', datetime.time(17, 0), datetime.time(17, 30)), ('Wednesday', datetime.time(17, 30), datetime.time(18, 0))]",35.846049,127.134447
1079,1079,암석역학,김경규,일반,"수 4-A,수 4-B,금 3-A,금 3-B,금 4-A,금 4-B",전주:공과대학2호관,404,"[('Wednesday', datetime.time(12, 0), datetime.time(12, 30)), ('Wednesday', datetime.time(12, 30), datetime.time(13, 0)), ('Friday', datetime.time(11, 0), datetime.time(11, 30)), ('Friday', datetime.time(11, 30), datetime.time(12, 0)), ('Friday', datetime.time(12, 0), datetime.time(12, 30)), ('Friday', datetime.time(12, 30), datetime.time(13, 0))]",35.846758,127.131632
1080,1080,암석학및현미경실습,이상봉,일반,"화 1-A,화 1-B,화 2-A,화 2-B,목 3-A,목 3-B,목 4-A,목 4-B",전주:자연과학대학4호관,226,"[('Tuesday', datetime.time(9, 0), datetime.time(9, 30)), ('Tuesday', datetime.time(9, 30), datetime.time(10, 0)), ('Tuesday', datetime.time(10, 0), datetime.time(10, 30)), ('Tuesday', datetime.time(10, 30), datetime.time(11, 0)), ('Thursday', datetime.time(11, 0), datetime.time(11, 30)), ('Thursday', datetime.time(11, 30), datetime.time(12, 0)), ('Thursday', datetime.time(12, 0), datetime.time(12, 30)), ('Thursday', datetime.time(12, 30), datetime.time(13, 0))]",35.846644,127.130729
1081,1081,암호론,김지승,일반,"월 1-A,월 1-B,월 2-A,월 2-B,수 1-A,수 1-B",전주:공과대학7호관,301,"[('Monday', datetime.time(9, 0), datetime.time(9, 30)), ('Monday', datetime.time(9, 30), datetime.time(10, 0)), ('Monday', datetime.time(10, 0), datetime.time(10, 30)), ('Monday', datetime.time(10, 30), datetime.time(11, 0)), ('Wednesday', datetime.time(9, 0), datetime.time(9, 30)), ('Wednesday', datetime.time(9, 30), datetime.time(10, 0))]",35.846049,127.134447
1082,1082,야외실습,최인영,일반,"화 10-A,화 10-B,화 11-A,화 11-B,화 12-A,화 12-B,목 10-A,목 10-B,목 11-A,목 11-B,목 12-A,목 12-B",전주:농업생명과학대학3호관,410,"[('Tuesday', datetime.time(18, 0), datetime.time(18, 30)), ('Tuesday', datetime.time(18, 30), datetime.time(19, 0)), ('Tuesday', datetime.time(19, 0), datetime.time(19, 30)), ('Tuesday', datetime.time(19, 30), datetime.time(20, 0)), ('Tuesday', datetime.time(20, 0), datetime.time(20, 30)), ('Tuesday', datetime.time(20, 30), datetime.time(21, 0)), ('Thursday', datetime.time(18, 0), datetime.time(18, 30)), ('Thursday', datetime.time(18, 30), datetime.time(19, 0)), ('Thursday', datetime.time(19, 0), datetime.time(19, 30)), ('Thursday', datetime.time(19, 30), datetime.time(20, 0)), ('Thursday', datetime.time(20, 0), datetime.time(20, 30)), ('Thursday', datetime.time(20, 30), datetime.time(21, 0))]",35.848656,127.134553
1083,1083,약용작물학,추병길,일반,"월 1-A,월 1-B,월 2-A,월 2-B,수 1-A,수 1-B",전주:농업생명과학대학2호관,411,"[('Monday', datetime.time(9, 0), datetime.time(9, 30)), ('Monday', datetime.time(9, 30), datetime.time(10, 0)), ('Monday', datetime.time(10, 0), datetime.time(10, 30)), ('Monday', datetime.time(10, 30), datetime.time(11, 0)), ('Wednesday', datetime.time(9, 0), datetime.time(9, 30)), ('Wednesday', datetime.time(9, 30), datetime.time(10, 0))]",35.849073,127.132036
1084,1084,약용작물학특론,추병길,일반,"화 3-A,화 3-B,화 4-A,화 4-B,목 1-A,목 1-B",전주:농업생명과학대학2호관,326,"[('Tuesday', datetime.time(11, 0), datetime.time(11, 30)), ('Tuesday', datetime.time(11, 30), datetime.time(12, 0)), ('Tuesday', datetime.time(12, 0), datetime.time(12, 30)), ('Tuesday', datetime.time(12, 30), datetime.time(13, 0)), ('Thursday', datetime.time(9, 0), datetime.time(9, 30)), ('Thursday', datetime.time(9, 30), datetime.time(10, 0))]",35.849073,127.132036
1085,1085,양자공학수학 1,김태환,일반,"화 6-A,화 6-B,화 7-A,화 7-B,화 8-A,화 8-B",전주:공과대학1호관,304,"[('Tuesday', datetime.time(14, 0), datetime.time(14, 30)), ('Tuesday', datetime.time(14, 30), datetime.time(15, 0)), ('Tuesday', datetime.time(15, 0), datetime.time(15, 30)), ('Tuesday', datetime.time(15, 30), datetime.time(16, 0)), ('Tuesday', datetime.time(16, 0), datetime.time(16, 30)), ('Tuesday', datetime.time(16, 30), datetime.time(17, 0))]",35.846595,127.132551
